id_cliente,lineaprod,canal,ticket,Estrato,Sexo,Edad,EstadoCivil,Educacion,ActividadEconomica,Tipovivienda,Recomienda,rango_antiguedad,frecuencia_mes
3acdf931da6e30a04a9096ef553b3be8,Mercado,tienda,129216,0,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Empleado sector público,Alquilada,No recomienda,159 - 249,3
3be1b88e643c8869489043490dc60278,Delikatessen,tienda,38600,3-4,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,Empleado sector público,Familiar,Recomienda,72 - 158,1
3be1b88e643c8869489043490dc60278,Farmacia,e-commerce,74770,3-4,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,Empleado sector público,Familiar,Recomienda,<= 71,1
3be1b88e643c8869489043490dc60278,Farmacia,tienda,167322.5,3-4,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,Empleado sector público,Familiar,Recomienda,72 - 158,3
3bf29409837105b97d954801408f316e,Mercado,e-commerce,98480,1-2,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Empleado sector público,Familiar,Recomienda,250+,4
3bf29409837105b97d9548014094805b,Mercado,tienda,104453.3333,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empleado sector público,Familiar,No recomienda,250+,3
3bf29409837105b97d95480140975e85,Mercado,e-commerce,270940,3-4,Femenino,Entre  26 y 45,Divorciado/a,Tecnólogo,Empleado sector público,Familiar,Recomienda,250+,1
3c6b0b41c7f357829862db57e768e1df,Delikatessen,e-commerce,88000,3-4,Femenino,Entre  26 y 45,Separado/a,Bachillerato o inferior,Empleado sector público,Familiar,No recomienda,<= 71,1
3c6b0b41c7f357829862db57e768e1df,Delikatessen,tienda,80100,3-4,Femenino,Entre  26 y 45,Separado/a,Bachillerato o inferior,Empleado sector público,Familiar,No recomienda,<= 71,1
3c6b0b41c7f357829862db57e787fed9,Farmacia,tienda,150680,0,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Empleado sector público,Familiar,Recomienda,250+,4
3cfa579c14d7f1408fcc30893b6cf546,Delikatessen,e-commerce,195600,3-4,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empleado sector público,Familiar,Recomienda,159 - 249,1
3cfa579c14d7f1408fcc30893b6cf546,Delikatessen,tienda,17600,3-4,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empleado sector público,Familiar,Recomienda,72 - 158,1
3d037a464c7b0e9d1bcf968cf4221ffa,Mercado,e-commerce,162982.5,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empleado sector público,Familiar,Recomienda,159 - 249,4
3d037a464c7b0e9d1bcf968cf4251919,Electrodomésticos,e-commerce,1296300,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empleado sector público,Propia,No recomienda,159 - 249,3
3d037a464c7b0e9d1bcf968cf4251919,Farmacia,e-commerce,213400,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empleado sector público,Propia,No recomienda,159 - 249,3
3d037a464c7b0e9d1bcf968cf4251919,Mercado,tienda,149800,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empleado sector público,Propia,No recomienda,159 - 249,1
3d68e1172f35c1fbd06db5a1bc13b262,Mercado,tienda,187486.6667,1-2,Masculino,Menor a 25,Casado/a,Técnico,Contratista,Alquilada,No recomienda,250+,4
3d68e1172f35c1fbd06db5a1bc1425d0,Delikatessen,tienda,38746.66667,3-4,Femenino,Entre  26 y 45,Casado/a,Profesional,Contratista,Alquilada,Neutro,<= 71,3
3d68e1172f35c1fbd06db5a1bc1425d0,Farmacia,e-commerce,47010,3-4,Femenino,Entre  26 y 45,Casado/a,Profesional,Contratista,Alquilada,Neutro,159 - 249,1
3d68e1172f35c1fbd06db5a1bc1425d0,Mercado,e-commerce,124620,3-4,Femenino,Entre  26 y 45,Casado/a,Profesional,Contratista,Alquilada,Neutro,<= 71,2
3d68e1172f35c1fbd06db5a1bc1425d0,Mercado,tienda,131997,3-4,Femenino,Entre  26 y 45,Casado/a,Profesional,Contratista,Alquilada,Neutro,159 - 249,4
3d8e812b087f27cfae517ea0c215f21b,Delikatessen,tienda,125610,3-4,Masculino,Menor a 25,Casado/a,Profesional,Contratista,Alquilada,Neutro,<= 71,1
3d9178a9682c4ed93b96b0dd2fb1c24f,Delikatessen,e-commerce,157000,1-2,Femenino,Menor a 25,Casado/a,Profesional,Contratista,Familiar,Neutro,72 - 158,1
3d9178a9682c4ed93b96b0dd2fb1c24f,Farmacia,e-commerce,95220,1-2,Femenino,Menor a 25,Casado/a,Profesional,Contratista,Familiar,Neutro,159 - 249,3
3e201cdebc5a9c587d83d10ed24fddfb,Farmacia,tienda,67996.36364,1-2,Femenino,Entre  26 y 45,Soltero/a,Profesional,Contratista,Familiar,Neutro,<= 71,3
406921adcca37705ef527b42462577c5,Mercado,e-commerce,177400,1-2,Femenino,Entre  26 y 45,Casado/a,Profesional,Contratista,Familiar,Recomienda,159 - 249,1
406921adcca37705ef527b42462577c5,Mercado,tienda,279533.75,1-2,Femenino,Entre  26 y 45,Casado/a,Profesional,Contratista,Familiar,Recomienda,159 - 249,4
406921adcca37705ef527b424625ddf8,Farmacia,e-commerce,41350,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Contratista,Familiar,Recomienda,250+,1
406921adcca37705ef527b424625ddf8,Mercado,tienda,67780,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Contratista,Familiar,Recomienda,250+,1
406921adcca37705ef527b4246c0f3de,Farmacia,tienda,48910,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Contratista,Alquilada,No recomienda,159 - 249,1
406921adcca37705ef527b4246c12e83,Delikatessen,e-commerce,35766,0,Masculino,Entre  26 y 45,Casado/a,Posgrado,Contratista,Alquilada,Recomienda,250+,4
406921adcca37705ef527b4246c12e83,Delikatessen,tienda,74070.90909,0,Masculino,Entre  26 y 45,Casado/a,Posgrado,Contratista,Alquilada,Recomienda,250+,4
406921adcca37705ef527b4246c12e83,Farmacia,e-commerce,98693.0719,0,Masculino,Entre  26 y 45,Casado/a,Posgrado,Contratista,Alquilada,Recomienda,250+,4
406921adcca37705ef527b4246c12e83,Farmacia,tienda,97051.48148,0,Masculino,Entre  26 y 45,Casado/a,Posgrado,Contratista,Alquilada,Recomienda,250+,4
406921adcca37705ef527b4246c1370e,Delikatessen,e-commerce,70319.33333,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Contratista,Alquilada,Neutro,250+,4
406921adcca37705ef527b4246c1370e,Delikatessen,tienda,70757.1875,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Contratista,Alquilada,Neutro,250+,4
406921adcca37705ef527b4246c1370e,Electrodomésticos,tienda,2844800,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Contratista,Alquilada,Neutro,250+,1
406921adcca37705ef527b4246c1370e,Farmacia,e-commerce,79354.13793,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Contratista,Alquilada,Neutro,250+,4
406921adcca37705ef527b4246c1370e,Farmacia,tienda,71969.30233,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Contratista,Alquilada,Neutro,250+,4
410389a59b3c36fa86e76bce43d9a336,Farmacia,e-commerce,219720,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Contratista,Alquilada,Recomienda,159 - 249,1
410389a59b3c36fa86e76bce43d9a336,Farmacia,tienda,117235,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Contratista,Alquilada,Recomienda,250+,3
412bcdb5310c5ab1cc4183ec84d7f52a,Farmacia,tienda,196800,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Contratista,Alquilada,No recomienda,72 - 158,1
413718bb21c65b80f66b5d0168d8f423,Farmacia,e-commerce,58850,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Contratista,Alquilada,No recomienda,250+,1
419405b4fc6d51e364141c2974b28b34,Farmacia,e-commerce,169322.5,3-4,Masculino,Entre  26 y 45,Casado/a,Profesional,Contratista,Alquilada,Recomienda,159 - 249,2
42c83d97ce3e11616c27cd042a39e392,Delikatessen,tienda,27300,1-2,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Contratista,Alquilada,Recomienda,159 - 249,1
433e19fcd3c5eb9fb24a395a74713013,Mercado,e-commerce,163495,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Contratista,Alquilada,Recomienda,<= 71,2
433e19fcd3c5eb9fb24a395a74713013,Mercado,tienda,180920,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Contratista,Alquilada,Recomienda,<= 71,2
433e5f76a7ba16c36b69368ec24feb2e,Mercado,e-commerce,232160,1-2,Masculino,Entre  26 y 45,Casado/a,Profesional,Contratista,Alquilada,Recomienda,<= 71,1
433e5f76a7ba16c36b69368ec271f436,Farmacia,e-commerce,48700,1-2,Masculino,Entre  26 y 45,Separado/a,Posgrado,Contratista,Alquilada,Neutro,<= 71,1
434eae4659b7fe2b943209c71c3a3655,Delikatessen,tienda,186100,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Contratista,Alquilada,Neutro,72 - 158,1
443ccdfd1345a761a544f8cf428f0b13,Electrodomésticos,e-commerce,5916000,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Contratista,Alquilada,Neutro,<= 71,1
443ccdfd1345a761a544f8cf428f0b13,Farmacia,tienda,213040,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Contratista,Alquilada,Neutro,72 - 158,3
443ccdfd1345a761a544f8cf428f0b13,Mercado,tienda,235000,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Contratista,Alquilada,Neutro,<= 71,1
443ccdfd1345a761a544f8cf42cdf42c,Delikatessen,e-commerce,64766.66667,1-2,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Contratista,Alquilada,Neutro,72 - 158,2
443ccdfd1345a761a544f8cf42cdf42c,Delikatessen,tienda,29250,1-2,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Contratista,Alquilada,Neutro,72 - 158,1
44e58efbe111dd02df7b89eb1696d223,Delikatessen,e-commerce,100100,3-4,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Contratista,Familiar,Neutro,72 - 158,1
45402010b8b6d07be570c2f37cf814b9,Mercado,e-commerce,280400,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Contratista,Familiar,Neutro,<= 71,1
45dede3130cc9cc775e223b007f0fd3e,Electrodomésticos,e-commerce,1870000,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Contratista,Familiar,Neutro,72 - 158,1
45dede3130cc9cc775e223b007f0fd3e,Electrodomésticos,tienda,1601687.5,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Contratista,Familiar,Neutro,250+,4
45dede3130cc9cc775e223b007f0fd3e,Mercado,tienda,186176.6667,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Contratista,Familiar,Neutro,72 - 158,3
45ef4e79bb11d4c38ab7fe83db6349bc,Electrodomésticos,tienda,20879400,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Contratista,Familiar,Recomienda,250+,1
45ef4e79bb11d4c38ab7fe83db6349bc,Farmacia,tienda,99500,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Contratista,Familiar,Recomienda,159 - 249,1
45ef4e79bb11d4c38ab7fe83db6349bc,Mercado,e-commerce,318800,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Contratista,Familiar,Recomienda,159 - 249,3
45ef4e79bb11d4c38ab7fe83db6349bc,Mercado,tienda,151258.2353,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Contratista,Familiar,Recomienda,250+,4
4610c33fde1d1dfdfe892b546d7a6d2b,Mercado,tienda,118360,1-2,Masculino,Entre  26 y 45,Soltero/a,Posgrado,Contratista,Familiar,Recomienda,<= 71,2
477bf0db7129a9377481bb1b5cd660c2,Mercado,e-commerce,370000,3-4,Masculino,Entre  26 y 45,Casado/a,Posgrado,Contratista,Propia,Recomienda,72 - 158,1
478419e53317b50cbf9af6b2e35f28a0,Farmacia,e-commerce,218505,3-4,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Contratista,Alquilada,Recomienda,250+,2
478419e53317b50cbf9af6b2e35f28a0,Mercado,e-commerce,168515,3-4,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Contratista,Alquilada,Recomienda,250+,3
478419e53317b50cbf9af6b2e35f28a0,Mercado,tienda,155386.6667,3-4,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Contratista,Alquilada,Recomienda,250+,4
47fd8ae2cc1bf33ecef67eba7339037d,Mercado,tienda,75046.66667,3-4,Femenino,Menor a 25,Soltero/a,Posgrado,Contratista,Alquilada,Neutro,<= 71,3
4933dfc3aa43418031d095968b6ba945,Mercado,e-commerce,326147.5,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Contratista,Familiar,Neutro,159 - 249,4
4933dfc3aa43418031d095968b6ba945,Mercado,tienda,140360,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Contratista,Familiar,Neutro,250+,4
4933dfc3aa43418031d095968b6e05dd,Delikatessen,e-commerce,68514.16667,1-2,Femenino,Mayor a 45,Divorciado/a,Tecnólogo,Contratista,Familiar,Neutro,250+,4
4933dfc3aa43418031d095968b6e05dd,Delikatessen,tienda,58097.64706,1-2,Femenino,Mayor a 45,Divorciado/a,Tecnólogo,Contratista,Familiar,Neutro,250+,4
4933dfc3aa43418031d095968b6e05dd,Mercado,e-commerce,114580,1-2,Femenino,Mayor a 45,Divorciado/a,Tecnólogo,Contratista,Familiar,Neutro,<= 71,3
4933dfc3aa43418031d095968b6e05dd,Mercado,tienda,37200,1-2,Femenino,Mayor a 45,Divorciado/a,Tecnólogo,Contratista,Familiar,Neutro,<= 71,1
4933dfc3aa43418031d095968b6e373b,Mercado,e-commerce,284550,1-2,Femenino,Mayor a 45,Divorciado/a,Posgrado,Contratista,Familiar,Recomienda,250+,4
4933dfc3aa43418031d095968b6e373b,Mercado,tienda,140513.3333,1-2,Femenino,Mayor a 45,Divorciado/a,Posgrado,Contratista,Familiar,Recomienda,250+,3
49daf9242d8e4ab8a1063cb20b529922,Delikatessen,e-commerce,88000,3-4,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Contratista,Familiar,No recomienda,<= 71,1
49daf9242d8e4ab8a1063cb20b529922,Delikatessen,tienda,133025,3-4,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Contratista,Familiar,No recomienda,<= 71,3
49daf9242d8e4ab8a1063cb20b529922,Mercado,e-commerce,512100,3-4,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Contratista,Familiar,No recomienda,250+,3
49fada0a30b7d9596bf8a4ccabfc7331,Electrodomésticos,e-commerce,1416266.667,1-2,Femenino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Contratista,Familiar,No recomienda,159 - 249,4
49fada0a30b7d9596bf8a4ccabfc7331,Farmacia,e-commerce,126730,1-2,Femenino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Contratista,Familiar,No recomienda,159 - 249,1
49fada0a30b7d9596bf8a4ccabff5844,Farmacia,e-commerce,246870,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Contratista,Propia,Recomienda,159 - 249,1
49fada0a30b7d9596bf8a4ccabff5844,Mercado,tienda,202990,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Contratista,Propia,Recomienda,159 - 249,2
4a645cbfd25b64d34f738808634b36bf,Farmacia,e-commerce,56700,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Empresario,Alquilada,Neutro,250+,1
4a645cbfd25b64d34f738808634cdbb8,Farmacia,e-commerce,150398,1-2,Femenino,Entre  26 y 45,Soltero/a,Profesional,Empresario,Alquilada,Neutro,159 - 249,4
4a645cbfd25b64d34f738808634cdbb8,Mercado,tienda,289380,1-2,Femenino,Entre  26 y 45,Soltero/a,Profesional,Empresario,Alquilada,Neutro,250+,3
4a645cbfd25b64d34f738808634dcb26,Farmacia,tienda,49140,3-4,Femenino,Entre  26 y 45,Separado/a,Profesional,Empresario,Alquilada,Neutro,250+,1
4a83414da562a3f1c872f4276d91a500,Mercado,e-commerce,338620,3-4,Femenino,Entre  26 y 45,Casado/a,Profesional,Empresario,Alquilada,No recomienda,<= 71,1
4a8d0d7f93ef4b70f3c4870aed62651e,Farmacia,tienda,117100,0,Masculino,Menor a 25,Separado/a,Técnico,Empresario,Familiar,Recomienda,72 - 158,1
4ae23a4a4c9817cff694a0abc92a8d03,Mercado,tienda,152000,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Empresario,Familiar,Recomienda,72 - 158,1
4b0e911c7e5b79f6d929b016837547c6,Farmacia,tienda,63650,1-2,Femenino,Entre  26 y 45,Soltero/a,Profesional,Empresario,Familiar,Recomienda,250+,1
4b0e911c7e5b79f6d929b0168376a53f,Mercado,e-commerce,354320,1-2,Femenino,Entre  26 y 45,Casado/a,Profesional,Empresario,Familiar,Recomienda,<= 71,1
4b1598776bd8fa657c8f2ca31664e6a2,Mercado,e-commerce,412600,1-2,Femenino,Menor a 25,Casado/a,Posgrado,Empresario,Familiar,Recomienda,159 - 249,1
4b1598776bd8fa657c8f2ca31664e6a2,Mercado,tienda,128660,1-2,Femenino,Menor a 25,Casado/a,Posgrado,Empresario,Familiar,Recomienda,250+,3
4b1598776bd8fa657c8f2ca3168300f9,Farmacia,e-commerce,301510,3-4,Masculino,Menor a 25,Casado/a,Profesional,Empresario,Familiar,Recomienda,<= 71,1
4c37542f88f6bc6fb2465a93be1e846c,Farmacia,tienda,42110,0,Masculino,Menor a 25,Casado/a,Profesional,Empresario,Familiar,Recomienda,250+,1
4c37542f88f6bc6fb2465a93be20ac81,Farmacia,e-commerce,80764.32432,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Empresario,Familiar,Recomienda,250+,3
4c37542f88f6bc6fb2465a93be20ac81,Farmacia,tienda,85846.47059,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Empresario,Familiar,Recomienda,250+,3
4c37542f88f6bc6fb2465a93be210506,Farmacia,e-commerce,80341.17647,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Empresario,Familiar,Recomienda,159 - 249,4
4c37542f88f6bc6fb2465a93be210506,Farmacia,tienda,94420,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Empresario,Familiar,Recomienda,72 - 158,3
4c37542f88f6bc6fb2465a93be210506,Mercado,e-commerce,150124.5283,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Empresario,Familiar,Recomienda,250+,4
4c37542f88f6bc6fb2465a93be210506,Mercado,tienda,183449.1803,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Empresario,Familiar,Recomienda,250+,4
4d099d2850587a481735551982f0fdf1,Mercado,tienda,171657.1429,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Empresario,Familiar,Recomienda,159 - 249,2
4d099d2850587a481735551982f43afb,Electrodomésticos,e-commerce,1781600,3-4,Masculino,Menor a 25,Divorciado/a,Profesional,Empresario,Familiar,Recomienda,159 - 249,3
4d099d2850587a481735551982f43afb,Mercado,e-commerce,182600,3-4,Masculino,Menor a 25,Divorciado/a,Profesional,Empresario,Familiar,Recomienda,72 - 158,1
4dc72c54ad1ff8cdd200a8d88ef3dfc5,Delikatessen,e-commerce,240280,3-4,Femenino,Entre  26 y 45,Soltero/a,Técnico,Empresario,Familiar,Recomienda,250+,2
4dc72c54ad1ff8cdd200a8d88ef3dfc5,Farmacia,e-commerce,143543.3333,3-4,Femenino,Entre  26 y 45,Soltero/a,Técnico,Empresario,Familiar,Recomienda,250+,4
4f4e62f5344c1b91fb0c7f28ef5b4ac3,Farmacia,e-commerce,195800,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Empresario,Familiar,Recomienda,72 - 158,1
4f4e62f5344c1b91fb0c7f28efbf7f7f,Mercado,tienda,103800,3-4,Femenino,Menor a 25,Casado/a,Profesional,Empresario,Propia,Recomienda,72 - 158,1
4f4e62f5344c1b91fb0c7f28efe26cf9,Farmacia,e-commerce,182700,0,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Empresario,Alquilada,Neutro,72 - 158,1
4fa4663617535c5352a80422490acdbf,Farmacia,tienda,75900,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empresario,Alquilada,Neutro,250+,3
4fa4663617535c5352a80422490b11a1,Farmacia,e-commerce,172280,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Empresario,Alquilada,Neutro,250+,1
4fa4663617535c5352a80422490b11a1,Mercado,e-commerce,359484,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Empresario,Alquilada,Neutro,250+,4
4fe9f4a6c3f60759ef37f76e9ab58c1f,Farmacia,e-commerce,63330,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empresario,Alquilada,Neutro,<= 71,1
4fe9f4a6c3f60759ef37f76e9ab58c1f,Servicios especiales,e-commerce,1506400,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empresario,Alquilada,Neutro,<= 71,3
4fe9f4a6c3f60759ef37f76e9ab58c1f,Servicios especiales,tienda,1009050,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empresario,Alquilada,Neutro,<= 71,1
4fe9f4a6c3f60759ef37f76e9ad7728e,Farmacia,e-commerce,73200,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empresario,Alquilada,Neutro,72 - 158,1
4fe9f4a6c3f60759ef37f76e9ad9090a,Farmacia,e-commerce,18300,3-4,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Empresario,Alquilada,Neutro,72 - 158,1
4fe9f4a6c3f60759ef37f76e9ad9090a,Farmacia,tienda,43333.33333,3-4,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Empresario,Alquilada,Neutro,72 - 158,3
4fe9f4a6c3f60759ef37f76e9ad9090a,Mercado,e-commerce,84200,3-4,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Empresario,Alquilada,Neutro,72 - 158,2
4fe9f4a6c3f60759ef37f76e9ad9090a,Mercado,tienda,126100,3-4,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Empresario,Alquilada,Neutro,72 - 158,3
5060ebbf9acef4e4e616e575a3dd1241,Farmacia,tienda,137500,0,Masculino,Entre  26 y 45,Soltero/a,Técnico,Empresario,Alquilada,Neutro,159 - 249,1
5060ebbf9acef4e4e616e575a3dd1241,Mercado,e-commerce,204015,0,Masculino,Entre  26 y 45,Soltero/a,Técnico,Empresario,Alquilada,Neutro,159 - 249,3
5060ebbf9acef4e4e616e575a3dd1241,Mercado,tienda,103733.0769,0,Masculino,Entre  26 y 45,Soltero/a,Técnico,Empresario,Alquilada,Neutro,159 - 249,4
5060ebbf9acef4e4e616e575a3e00213,Farmacia,e-commerce,197371.4286,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Empresario,Alquilada,Neutro,159 - 249,3
5060ebbf9acef4e4e616e575a3e0108c,Farmacia,e-commerce,140394,1-2,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Empresario,Alquilada,Neutro,159 - 249,4
5102724397a11726855d29b968c7be94,Mercado,tienda,61760,1-2,Masculino,Menor a 25,Casado/a,Posgrado,Empresario,Alquilada,Neutro,250+,1
5129800a977fccfc7f24f9becf77952d,Mercado,e-commerce,303400,1-2,Masculino,Menor a 25,Casado/a,Posgrado,Empresario,Alquilada,Neutro,72 - 158,1
532278dfa8891ad6dd958337e4504c9b,Farmacia,e-commerce,196790,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Empresario,Alquilada,No recomienda,72 - 158,3
532278dfa8891ad6dd958337e4504c9b,Farmacia,tienda,164272,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Empresario,Alquilada,No recomienda,72 - 158,3
53699c4aac0da3f8ba9c1fe1e03710f3,Mercado,e-commerce,317790,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Empresario,Alquilada,No recomienda,<= 71,3
53699c4aac0da3f8ba9c1fe1e03710f3,Mercado,tienda,164726.6667,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Empresario,Alquilada,No recomienda,<= 71,2
53699c4aac0da3f8ba9c1fe1e07b3f97,Delikatessen,tienda,89835,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empresario,Alquilada,Neutro,<= 71,3
53699c4aac0da3f8ba9c1fe1e0a11249,Delikatessen,e-commerce,160450,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empresario,Alquilada,No recomienda,<= 71,3
53699c4aac0da3f8ba9c1fe1e0a11249,Delikatessen,tienda,44112,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empresario,Alquilada,No recomienda,<= 71,3
53699c4aac0da3f8ba9c1fe1e0a14b8d,Mercado,tienda,98140,1-2,Masculino,Menor a 25,Casado/a,Técnico,Empresario,Alquilada,No recomienda,<= 71,1
54b4de3c953be7d11a1ea3e2b54218dc,Farmacia,tienda,55230,1-2,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Empresario,Alquilada,Recomienda,<= 71,1
54b4de3c953be7d11a1ea3e2b54218dc,Mercado,e-commerce,203571.4286,1-2,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Empresario,Alquilada,Recomienda,72 - 158,3
54b4de3c953be7d11a1ea3e2b54218dc,Mercado,tienda,108297.1429,1-2,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Empresario,Alquilada,Recomienda,72 - 158,4
55083e0137c0a9c7a82afecab626a4fe,Farmacia,e-commerce,178075,0,Masculino,Entre  26 y 45,Separado/a,Bachillerato o inferior,Empresario,Familiar,Recomienda,159 - 249,2
55a921582f7b88ef61a3d8e24f3eacb4,Farmacia,e-commerce,259770,1-2,Masculino,Entre  26 y 45,Soltero/a,Técnico,Empresario,Familiar,Recomienda,159 - 249,3
55a921582f7b88ef61a3d8e24f4821d0,Farmacia,e-commerce,26030,0,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empresario,Familiar,Recomienda,<= 71,1
55a921582f7b88ef61a3d8e24f4821d0,Mercado,e-commerce,172549.3333,0,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empresario,Familiar,Recomienda,159 - 249,4
55a921582f7b88ef61a3d8e24f4821d0,Mercado,tienda,45790,0,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Empresario,Familiar,Recomienda,159 - 249,3
55a921582f7b88ef61a3d8e24f4a7cdb,Delikatessen,e-commerce,85700,1-2,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Empresario,Familiar,Recomienda,159 - 249,1
55a921582f7b88ef61a3d8e24f502205,Farmacia,e-commerce,54100,3-4,Masculino,Mayor a 45,Soltero/a,Profesional,Empresario,Familiar,Recomienda,72 - 158,1
55a921582f7b88ef61a3d8e24f502205,Mercado,e-commerce,138987.027,3-4,Masculino,Mayor a 45,Soltero/a,Profesional,Empresario,Familiar,Recomienda,250+,4
